"filename", "language", "Log", "YAML", "Markdown", "JSON with Comments", "TypeScript", "JSON", "TypeScript JSX", "PostCSS", "MS SQL", "JavaScript", "Skill", "comment", "blank", "total"
"c:\Dev\Empreinte Fiscale\src\app\(app)\documents\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 4, 20, 261
"c:\Dev\Empreinte Fiscale\src\app\(app)\evolution\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 293, 0, 0, 0, 0, 14, 32, 339
"c:\Dev\Empreinte Fiscale\src\app\(app)\gamification\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 492, 0, 0, 0, 0, 24, 41, 557
"c:\Dev\Empreinte Fiscale\src\app\(app)\journal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 378, 0, 0, 0, 0, 20, 40, 438
"c:\Dev\Empreinte Fiscale\src\app\(app)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 11, 17, 176
"c:\Dev\Empreinte Fiscale\src\app\(app)\profil\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 0, 15, 34, 351
"c:\Dev\Empreinte Fiscale\src\app\(app)\quiz\challenge\[challengeId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 394, 0, 0, 0, 0, 14, 43, 451
"c:\Dev\Empreinte Fiscale\src\app\(app)\quiz\challenge\[challengeId]\results\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 374, 0, 0, 0, 0, 10, 32, 416
"c:\Dev\Empreinte Fiscale\src\app\(app)\settings\notifications\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 11, 18, 219
"c:\Dev\Empreinte Fiscale\src\app\(app)\settings\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 3, 7, 87
"c:\Dev\Empreinte Fiscale\src\app\(app)\simulations\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 2, 15, 131
"c:\Dev\Empreinte Fiscale\src\app\(app)\simulations\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 8, 87
"c:\Dev\Empreinte Fiscale\src\app\(app)\simulations\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 12, 157
"c:\Dev\Empreinte Fiscale\src\app\(app)\social\friends\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 7, 19, 161
"c:\Dev\Empreinte Fiscale\src\app\(app)\social\groups\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 9, 17, 180
"c:\Dev\Empreinte Fiscale\src\app\(app)\social\groups\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 258, 0, 0, 0, 0, 5, 32, 295
"c:\Dev\Empreinte Fiscale\src\app\(app)\social\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 7, 17, 264
"c:\Dev\Empreinte Fiscale\src\app\(app)\wrapped\[year]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 7, 19, 173
"c:\Dev\Empreinte Fiscale\src\app\(app)\wrapped\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 8, 14, 168
"c:\Dev\Empreinte Fiscale\src\app\(auth)\auth\forgot-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 12, 110
"c:\Dev\Empreinte Fiscale\src\app\(auth)\auth\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 15, 154
"c:\Dev\Empreinte Fiscale\src\app\(auth)\auth\register\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 1, 11, 131
"c:\Dev\Empreinte Fiscale\src\app\(auth)\auth\reset-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 15, 145
"c:\Dev\Empreinte Fiscale\src\app\(auth)\auth\verify-email\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 11, 133
"c:\Dev\Empreinte Fiscale\src\app\(auth)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Dev\Empreinte Fiscale\src\app\(public)\decouverte\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 226, 0, 0, 0, 0, 9, 18, 253
"c:\Dev\Empreinte Fiscale\src\app\(public)\quiz\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 346, 0, 0, 0, 0, 13, 30, 389
"c:\Dev\Empreinte Fiscale\src\app\api\ai\chat\route.ts", "TypeScript", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 18, 16, 133
"c:\Dev\Empreinte Fiscale\src\app\api\ai\config\route.ts", "TypeScript", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 25, 25, 171
"c:\Dev\Empreinte Fiscale\src\app\api\ai\models\route.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 10, 8, 47
"c:\Dev\Empreinte Fiscale\src\app\api\ai\ocr\route.ts", "TypeScript", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 16, 15, 131
"c:\Dev\Empreinte Fiscale\src\app\api\ai\test\route.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 13, 10, 69
"c:\Dev\Empreinte Fiscale\src\app\api\ai\usage\route.ts", "TypeScript", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 12, 11, 78
"c:\Dev\Empreinte Fiscale\src\app\api\animations\export\route.ts", "TypeScript", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 46, 21, 201
"c:\Dev\Empreinte Fiscale\src\app\api\animations\generate\route.ts", "TypeScript", 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 17, 15, 160
"c:\Dev\Empreinte Fiscale\src\app\api\animations\share\route.ts", "TypeScript", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 33, 22, 174
"c:\Dev\Empreinte Fiscale\src\app\api\auth\[...nextauth]\route.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 4, 10
"c:\Dev\Empreinte Fiscale\src\app\api\auth\forgot-password\route.ts", "TypeScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 5, 9, 51
"c:\Dev\Empreinte Fiscale\src\app\api\auth\register\route.ts", "TypeScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 8, 12, 76
"c:\Dev\Empreinte Fiscale\src\app\api\auth\reset-password\route.ts", "TypeScript", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 5, 11, 63
"c:\Dev\Empreinte Fiscale\src\app\api\auth\verify-email\route.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 4, 9, 49
"c:\Dev\Empreinte Fiscale\src\app\api\cron\daily-facts\route.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 6, 8, 60
"c:\Dev\Empreinte Fiscale\src\app\api\cron\monthly-aggregation\route.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 4, 8, 58
"c:\Dev\Empreinte Fiscale\src\app\api\cron\streak-reminder\route.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 4, 8, 58
"c:\Dev\Empreinte Fiscale\src\app\api\cron\weekly-digest\route.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 4, 8, 58
"c:\Dev\Empreinte Fiscale\src\app\api\debug\score-test\route.ts", "TypeScript", 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 9, 14, 197
"c:\Dev\Empreinte Fiscale\src\app\api\decouverte\calcul\route.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 5, 39
"c:\Dev\Empreinte Fiscale\src\app\api\documents\history\route.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 2, 8, 55
"c:\Dev\Empreinte Fiscale\src\app\api\documents\upload\route.ts", "TypeScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 11, 13, 80
"c:\Dev\Empreinte Fiscale\src\app\api\documents\validate\route.ts", "TypeScript", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 11, 20, 164
"c:\Dev\Empreinte Fiscale\src\app\api\gamification\badges\route.ts", "TypeScript", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 9, 11, 69
"c:\Dev\Empreinte Fiscale\src\app\api\gamification\challenges\route.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 7, 10, 69
"c:\Dev\Empreinte Fiscale\src\app\api\gamification\challenges\suggestions\route.ts", "TypeScript", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 9, 17, 94
"c:\Dev\Empreinte Fiscale\src\app\api\gamification\leaderboard\route.ts", "TypeScript", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 8, 9, 52
"c:\Dev\Empreinte Fiscale\src\app\api\gamification\streak\route.ts", "TypeScript", 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 13, 24, 160
"c:\Dev\Empreinte Fiscale\src\app\api\gamification\xp\route.ts", "TypeScript", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 5, 11, 63
"c:\Dev\Empreinte Fiscale\src\app\api\journal\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 12, 20, 117
"c:\Dev\Empreinte Fiscale\src\app\api\journal\route.ts", "TypeScript", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 12, 23, 121
"c:\Dev\Empreinte Fiscale\src\app\api\notifications\preferences\route.ts", "TypeScript", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 28, 19, 230
"c:\Dev\Empreinte Fiscale\src\app\api\notifications\route.ts", "TypeScript", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 31, 21, 184
"c:\Dev\Empreinte Fiscale\src\app\api\notifications\send\route.ts", "TypeScript", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 30, 20, 189
"c:\Dev\Empreinte Fiscale\src\app\api\notifications\test\route.ts", "TypeScript", 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 23, 20, 193
"c:\Dev\Empreinte Fiscale\src\app\api\profil\route.ts", "TypeScript", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 18, 23, 170
"c:\Dev\Empreinte Fiscale\src\app\api\profil\validate\route.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 6, 7, 35
"c:\Dev\Empreinte Fiscale\src\app\api\quiz\challenge\results\route.ts", "TypeScript", 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 21, 28, 247
"c:\Dev\Empreinte Fiscale\src\app\api\quiz\challenge\route.ts", "TypeScript", 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 31, 34, 279
"c:\Dev\Empreinte Fiscale\src\app\api\quiz\challenge\submit\route.ts", "TypeScript", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 15, 22, 166
"c:\Dev\Empreinte Fiscale\src\app\api\quiz\focused\route.ts", "TypeScript", 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 22, 29, 222
"c:\Dev\Empreinte Fiscale\src\app\api\quiz\personalized\route.ts", "TypeScript", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 22, 28, 207
"c:\Dev\Empreinte Fiscale\src\app\api\score\confiance\route.ts", "TypeScript", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 7, 10, 91
"c:\Dev\Empreinte Fiscale\src\app\api\score\history\export\route.ts", "TypeScript", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 26, 22, 237
"c:\Dev\Empreinte Fiscale\src\app\api\score\history\projection\route.ts", "TypeScript", 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 35, 37, 265
"c:\Dev\Empreinte Fiscale\src\app\api\score\history\route.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 16, 15, 116
"c:\Dev\Empreinte Fiscale\src\app\api\score\history\trends\route.ts", "TypeScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 16, 13, 106
"c:\Dev\Empreinte Fiscale\src\app\api\score\route.ts", "TypeScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 6, 15, 125
"c:\Dev\Empreinte Fiscale\src\app\api\simulations\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 9, 15, 94
"c:\Dev\Empreinte Fiscale\src\app\api\simulations\historical\route.ts", "TypeScript", 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 24, 24, 230
"c:\Dev\Empreinte Fiscale\src\app\api\simulations\international\route.ts", "TypeScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 24, 14, 142
"c:\Dev\Empreinte Fiscale\src\app\api\simulations\route.ts", "TypeScript", 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 26, 24, 205
"c:\Dev\Empreinte Fiscale\src\app\api\simulations\share\route.ts", "TypeScript", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 29, 21, 175
"c:\Dev\Empreinte Fiscale\src\app\api\social\friends\[friendId]\data\route.ts", "TypeScript", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 13, 11, 65
"c:\Dev\Empreinte Fiscale\src\app\api\social\friends\[friendId]\sharing\route.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 11, 15, 86
"c:\Dev\Empreinte Fiscale\src\app\api\social\friends\accept\route.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 12, 15, 94
"c:\Dev\Empreinte Fiscale\src\app\api\social\friends\invite\route.ts", "TypeScript", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 12, 14, 105
"c:\Dev\Empreinte Fiscale\src\app\api\social\friends\route.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 14, 12, 76
"c:\Dev\Empreinte Fiscale\src\app\api\social\friends\search\route.ts", "TypeScript", 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 19, 15, 136
"c:\Dev\Empreinte Fiscale\src\app\api\social\groups\[id]\comparison\route.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 9, 10, 58
"c:\Dev\Empreinte Fiscale\src\app\api\social\groups\[id]\members\route.ts", "TypeScript", 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 21, 30, 204
"c:\Dev\Empreinte Fiscale\src\app\api\social\groups\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 24, 30, 227
"c:\Dev\Empreinte Fiscale\src\app\api\social\groups\[id]\stats\route.ts", "TypeScript", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 13, 16, 119
"c:\Dev\Empreinte Fiscale\src\app\api\social\groups\route.ts", "TypeScript", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 15, 15, 98
"c:\Dev\Empreinte Fiscale\src\app\api\social\leaderboard\friends\route.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 9, 8, 53
"c:\Dev\Empreinte Fiscale\src\app\api\social\leaderboard\national\route.ts", "TypeScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 10, 12, 82
"c:\Dev\Empreinte Fiscale\src\app\api\tickets\scan\route.ts", "TypeScript", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 7, 16, 104
"c:\Dev\Empreinte Fiscale\src\app\api\wrapped\[year]\route.ts", "TypeScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 9, 12, 78
"c:\Dev\Empreinte Fiscale\src\app\api\wrapped\[year]\share\route.ts", "TypeScript", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 12, 12, 87
"c:\Dev\Empreinte Fiscale\src\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 3, 36
"c:\Dev\Empreinte Fiscale\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 3, 23
"c:\Dev\Empreinte Fiscale\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 4, 57
"c:\Dev\Empreinte Fiscale\src\components\ai\AIAnalysisButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 6, 7, 65
"c:\Dev\Empreinte Fiscale\src\components\ai\AIChatInterface.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 14, 27, 220
"c:\Dev\Empreinte Fiscale\src\components\ai\AIConfigForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 316, 0, 0, 0, 0, 19, 34, 369
"c:\Dev\Empreinte Fiscale\src\components\ai\AITestConnection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 6, 15, 115
"c:\Dev\Empreinte Fiscale\src\components\ai\AIUsagePanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 9, 16, 142
"c:\Dev\Empreinte Fiscale\src\components\ai\AIWarningModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 6, 12, 132
"c:\Dev\Empreinte Fiscale\src\components\animations\CoffeeScene.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 7, 11, 136
"c:\Dev\Empreinte Fiscale\src\components\animations\CommuteScene.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 11, 129
"c:\Dev\Empreinte Fiscale\src\components\animations\FiscalDayAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 8, 27, 221
"c:\Dev\Empreinte Fiscale\src\components\animations\LunchScene.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 11, 129
"c:\Dev\Empreinte Fiscale\src\components\animations\ShoppingScene.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 11, 132
"c:\Dev\Empreinte Fiscale\src\components\animations\SummaryScene.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 4, 14, 193
"c:\Dev\Empreinte Fiscale\src\components\animations\WorkScene.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 11, 138
"c:\Dev\Empreinte Fiscale\src\components\dashboard\BreakdownChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 2, 9, 70
"c:\Dev\Empreinte Fiscale\src\components\dashboard\ConfianceScore.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 4, 8, 115
"c:\Dev\Empreinte Fiscale\src\components\dashboard\ScoreCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 5, 37
"c:\Dev\Empreinte Fiscale\src\components\decouverte\DemoScore.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 9, 100
"c:\Dev\Empreinte Fiscale\src\components\decouverte\ProfilTypeSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 6, 97
"c:\Dev\Empreinte Fiscale\src\components\evolution\DrillDownPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 10, 21, 242
"c:\Dev\Empreinte Fiscale\src\components\evolution\EvolutionLineChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 7, 29, 211
"c:\Dev\Empreinte Fiscale\src\components\evolution\ExportButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 9, 17, 168
"c:\Dev\Empreinte Fiscale\src\components\evolution\MilestoneMarker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 4, 12, 139
"c:\Dev\Empreinte Fiscale\src\components\evolution\TimeRangeSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 7, 24, 239
"c:\Dev\Empreinte Fiscale\src\components\evolution\TrendIndicator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 7, 13, 166
"c:\Dev\Empreinte Fiscale\src\components\gamification\BadgeCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 4, 10, 111
"c:\Dev\Empreinte Fiscale\src\components\gamification\CelebrationAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 12, 18, 255
"c:\Dev\Empreinte Fiscale\src\components\gamification\ChallengeCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 7, 14, 139
"c:\Dev\Empreinte Fiscale\src\components\gamification\ChallengeCompletionToast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 185, 0, 0, 0, 0, 11, 18, 214
"c:\Dev\Empreinte Fiscale\src\components\gamification\ChallengesCarousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 6, 17, 176
"c:\Dev\Empreinte Fiscale\src\components\gamification\FreezeModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 9, 14, 171
"c:\Dev\Empreinte Fiscale\src\components\gamification\LevelDisplay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 11, 15, 185
"c:\Dev\Empreinte Fiscale\src\components\gamification\StreakBanner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 7, 13, 175
"c:\Dev\Empreinte Fiscale\src\components\gamification\StreakCalendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 10, 19, 179
"c:\Dev\Empreinte Fiscale\src\components\journal\AddEntryForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 6, 13, 167
"c:\Dev\Empreinte Fiscale\src\components\journal\DailyScoreImpact.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 3, 8, 72
"c:\Dev\Empreinte Fiscale\src\components\journal\EditEntryModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 5, 13, 165
"c:\Dev\Empreinte Fiscale\src\components\journal\EntryCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 4, 10, 110
"c:\Dev\Empreinte Fiscale\src\components\journal\MonthlyChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 1, 9, 73
"c:\Dev\Empreinte Fiscale\src\components\journal\TimelineView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 2, 8, 86
"c:\Dev\Empreinte Fiscale\src\components\notifications\NotificationBell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 13, 17, 132
"c:\Dev\Empreinte Fiscale\src\components\notifications\NotificationDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 354, 0, 0, 0, 0, 11, 34, 399
"c:\Dev\Empreinte Fiscale\src\components\notifications\NotificationPreferencesForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 388, 0, 0, 0, 0, 6, 37, 431
"c:\Dev\Empreinte Fiscale\src\components\notifications\QuietHoursSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 14, 30, 283
"c:\Dev\Empreinte Fiscale\src\components\pedagogie\DetailPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 0, 13, 15, 275
"c:\Dev\Empreinte Fiscale\src\components\pedagogie\FiscalTooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 5, 6, 57
"c:\Dev\Empreinte Fiscale\src\components\pedagogie\Glossary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 12, 107
"c:\Dev\Empreinte Fiscale\src\components\pedagogie\RelatedTermsSuggestion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 5, 8, 76
"c:\Dev\Empreinte Fiscale\src\components\pedagogie\StatusBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 6, 41
"c:\Dev\Empreinte Fiscale\src\components\providers\SessionProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 8
"c:\Dev\Empreinte Fiscale\src\components\scan\CameraCapture.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 4, 9, 62
"c:\Dev\Empreinte Fiscale\src\components\scan\OCRProgress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 6, 11, 68
"c:\Dev\Empreinte Fiscale\src\components\scan\ScanButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 4, 30
"c:\Dev\Empreinte Fiscale\src\components\scan\TicketValidation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 8, 15, 189
"c:\Dev\Empreinte Fiscale\src\components\shared\EmptyState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 37, 17, 218
"c:\Dev\Empreinte Fiscale\src\components\shared\ErrorBoundary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 12, 17, 130
"c:\Dev\Empreinte Fiscale\src\components\shared\GlobalCelebrations.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 22, 22, 212
"c:\Dev\Empreinte Fiscale\src\components\shared\LoadingState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 25, 12, 118
